[INFO]2024-11-04 15:58:03,389 data_integrate.py:483: [{'pod': 'adservice-5f6585d649-fnmft', 'alarm': [{'metric_type': 'MemoryUsageRate(%)', 'alarm_flag': True}]}]
[INFO]2024-11-04 16:27:20,373 data_integrate.py:485: [{'pod': 'adservice-5f6585d649-fnmft', 'alarm': [{'metric_type': 'MemoryUsageRate(%)', 'alarm_flag': True}]}]
[INFO]2024-11-04 16:38:25,286 data_integrate.py:472: [{'pod': 'adservice-5f6585d649-fnmft', 'alarm': [{'metric_type': 'MemoryUsageRate(%)', 'alarm_flag': True}]}]
[INFO]2024-11-04 16:38:43,700 data_integrate.py:541: Data Integrate Complete!
[INFO]2024-11-04 17:08:18,403 data_integrate.py:187: tail:79 frontend hipstershop.ProductCatalogService/GetProduct end
[INFO]2024-11-04 17:08:18,403 data_integrate.py:187: tail:90 productcatalogservice hipstershop.ProductCatalogService/GetProduct start
[INFO]2024-11-04 17:08:18,413 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,414 data_integrate.py:184: head:78 frontend hipstershop.ProductCatalogService/GetProduct start
[INFO]2024-11-04 17:08:18,414 data_integrate.py:187: tail:79 frontend hipstershop.ProductCatalogService/GetProduct end
[INFO]2024-11-04 17:08:18,415 data_integrate.py:187: tail:90 productcatalogservice hipstershop.ProductCatalogService/GetProduct start
[INFO]2024-11-04 17:08:18,415 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,415 data_integrate.py:184: head:88 frontend hipstershop.AdService/GetAds start
[INFO]2024-11-04 17:08:18,416 data_integrate.py:187: tail:89 frontend hipstershop.AdService/GetAds end
[INFO]2024-11-04 17:08:18,416 data_integrate.py:187: tail:116 adservice hipstershop.AdService/GetAds start
[INFO]2024-11-04 17:08:18,417 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,417 data_integrate.py:184: head:90 productcatalogservice hipstershop.ProductCatalogService/GetProduct start
[INFO]2024-11-04 17:08:18,417 data_integrate.py:187: tail:8 TraceID: <:TRACEID:> SpanID: <:SPANID:> Query product with name and description <:*:>
[INFO]2024-11-04 17:08:18,417 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,417 data_integrate.py:184: head:8 TraceID: <:TRACEID:> SpanID: <:SPANID:> Query product with name and description <:*:>
[INFO]2024-11-04 17:08:18,417 data_integrate.py:187: tail:8 TraceID: <:TRACEID:> SpanID: <:SPANID:> Query product with name and description <:*:>
[INFO]2024-11-04 17:08:18,417 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,417 data_integrate.py:184: head:8 TraceID: <:TRACEID:> SpanID: <:SPANID:> Query product with name and description <:*:>
[INFO]2024-11-04 17:08:18,417 data_integrate.py:187: tail:91 productcatalogservice hipstershop.ProductCatalogService/GetProduct end
[INFO]2024-11-04 17:08:18,417 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,417 data_integrate.py:184: head:92 productcatalogservice hipstershop.ProductCatalogService/ListProducts start
[INFO]2024-11-04 17:08:18,417 data_integrate.py:187: tail:9 TraceID: <:TRACEID:> SpanID: <:SPANID:> List products end
[INFO]2024-11-04 17:08:18,417 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,417 data_integrate.py:184: head:9 TraceID: <:TRACEID:> SpanID: <:SPANID:> List products end
[INFO]2024-11-04 17:08:18,417 data_integrate.py:187: tail:14 TraceID: <:TRACEID:> SpanID: <:SPANID:> Start list products
[INFO]2024-11-04 17:08:18,417 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,417 data_integrate.py:184: head:14 TraceID: <:TRACEID:> SpanID: <:SPANID:> Start list products
[INFO]2024-11-04 17:08:18,417 data_integrate.py:187: tail:93 productcatalogservice hipstershop.ProductCatalogService/ListProducts end
[INFO]2024-11-04 17:08:18,417 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,417 data_integrate.py:184: head:90 productcatalogservice hipstershop.ProductCatalogService/GetProduct start
[INFO]2024-11-04 17:08:18,417 data_integrate.py:187: tail:8 TraceID: <:TRACEID:> SpanID: <:SPANID:> Query product with name and description <:*:>
[INFO]2024-11-04 17:08:18,417 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,417 data_integrate.py:184: head:8 TraceID: <:TRACEID:> SpanID: <:SPANID:> Query product with name and description <:*:>
[INFO]2024-11-04 17:08:18,417 data_integrate.py:187: tail:8 TraceID: <:TRACEID:> SpanID: <:SPANID:> Query product with name and description <:*:>
[INFO]2024-11-04 17:08:18,417 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,417 data_integrate.py:184: head:8 TraceID: <:TRACEID:> SpanID: <:SPANID:> Query product with name and description <:*:>
[INFO]2024-11-04 17:08:18,417 data_integrate.py:187: tail:91 productcatalogservice hipstershop.ProductCatalogService/GetProduct end
[INFO]2024-11-04 17:08:18,417 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,417 data_integrate.py:184: head:90 productcatalogservice hipstershop.ProductCatalogService/GetProduct start
[INFO]2024-11-04 17:08:18,417 data_integrate.py:187: tail:8 TraceID: <:TRACEID:> SpanID: <:SPANID:> Query product with name and description <:*:>
[INFO]2024-11-04 17:08:18,417 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,417 data_integrate.py:184: head:8 TraceID: <:TRACEID:> SpanID: <:SPANID:> Query product with name and description <:*:>
[INFO]2024-11-04 17:08:18,417 data_integrate.py:187: tail:8 TraceID: <:TRACEID:> SpanID: <:SPANID:> Query product with name and description <:*:>
[INFO]2024-11-04 17:08:18,417 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,417 data_integrate.py:184: head:8 TraceID: <:TRACEID:> SpanID: <:SPANID:> Query product with name and description <:*:>
[INFO]2024-11-04 17:08:18,430 data_integrate.py:187: tail:91 productcatalogservice hipstershop.ProductCatalogService/GetProduct end
[INFO]2024-11-04 17:08:18,430 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,431 data_integrate.py:184: head:90 productcatalogservice hipstershop.ProductCatalogService/GetProduct start
[INFO]2024-11-04 17:08:18,431 data_integrate.py:187: tail:8 TraceID: <:TRACEID:> SpanID: <:SPANID:> Query product with name and description <:*:>
[INFO]2024-11-04 17:08:18,431 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,431 data_integrate.py:184: head:8 TraceID: <:TRACEID:> SpanID: <:SPANID:> Query product with name and description <:*:>
[INFO]2024-11-04 17:08:18,431 data_integrate.py:187: tail:8 TraceID: <:TRACEID:> SpanID: <:SPANID:> Query product with name and description <:*:>
[INFO]2024-11-04 17:08:18,431 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,431 data_integrate.py:184: head:8 TraceID: <:TRACEID:> SpanID: <:SPANID:> Query product with name and description <:*:>
[INFO]2024-11-04 17:08:18,431 data_integrate.py:187: tail:91 productcatalogservice hipstershop.ProductCatalogService/GetProduct end
[INFO]2024-11-04 17:08:18,431 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,431 data_integrate.py:184: head:90 productcatalogservice hipstershop.ProductCatalogService/GetProduct start
[INFO]2024-11-04 17:08:18,431 data_integrate.py:187: tail:8 TraceID: <:TRACEID:> SpanID: <:SPANID:> Query product with name and description <:*:>
[INFO]2024-11-04 17:08:18,431 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,431 data_integrate.py:184: head:8 TraceID: <:TRACEID:> SpanID: <:SPANID:> Query product with name and description <:*:>
[INFO]2024-11-04 17:08:18,431 data_integrate.py:187: tail:8 TraceID: <:TRACEID:> SpanID: <:SPANID:> Query product with name and description <:*:>
[INFO]2024-11-04 17:08:18,431 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,431 data_integrate.py:184: head:8 TraceID: <:TRACEID:> SpanID: <:SPANID:> Query product with name and description <:*:>
[INFO]2024-11-04 17:08:18,431 data_integrate.py:187: tail:91 productcatalogservice hipstershop.ProductCatalogService/GetProduct end
[INFO]2024-11-04 17:08:18,431 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,431 data_integrate.py:184: head:90 productcatalogservice hipstershop.ProductCatalogService/GetProduct start
[INFO]2024-11-04 17:08:18,431 data_integrate.py:187: tail:8 TraceID: <:TRACEID:> SpanID: <:SPANID:> Query product with name and description <:*:>
[INFO]2024-11-04 17:08:18,431 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,431 data_integrate.py:184: head:8 TraceID: <:TRACEID:> SpanID: <:SPANID:> Query product with name and description <:*:>
[INFO]2024-11-04 17:08:18,431 data_integrate.py:187: tail:8 TraceID: <:TRACEID:> SpanID: <:SPANID:> Query product with name and description <:*:>
[INFO]2024-11-04 17:08:18,431 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,441 data_integrate.py:184: head:8 TraceID: <:TRACEID:> SpanID: <:SPANID:> Query product with name and description <:*:>
[INFO]2024-11-04 17:08:18,441 data_integrate.py:187: tail:91 productcatalogservice hipstershop.ProductCatalogService/GetProduct end
[INFO]2024-11-04 17:08:18,441 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,441 data_integrate.py:184: head:94 productcatalogservice sql.conn.query start
[INFO]2024-11-04 17:08:18,441 data_integrate.py:187: tail:95 productcatalogservice sql.conn.query end
[INFO]2024-11-04 17:08:18,441 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,441 data_integrate.py:184: head:96 productcatalogservice sql.rows start
[INFO]2024-11-04 17:08:18,441 data_integrate.py:187: tail:97 productcatalogservice sql.rows end
[INFO]2024-11-04 17:08:18,441 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,441 data_integrate.py:184: head:94 productcatalogservice sql.conn.query start
[INFO]2024-11-04 17:08:18,441 data_integrate.py:187: tail:95 productcatalogservice sql.conn.query end
[INFO]2024-11-04 17:08:18,441 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,441 data_integrate.py:184: head:96 productcatalogservice sql.rows start
[INFO]2024-11-04 17:08:18,441 data_integrate.py:187: tail:97 productcatalogservice sql.rows end
[INFO]2024-11-04 17:08:18,441 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,446 data_integrate.py:184: head:94 productcatalogservice sql.conn.query start
[INFO]2024-11-04 17:08:18,446 data_integrate.py:187: tail:95 productcatalogservice sql.conn.query end
[INFO]2024-11-04 17:08:18,447 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,447 data_integrate.py:184: head:96 productcatalogservice sql.rows start
[INFO]2024-11-04 17:08:18,448 data_integrate.py:187: tail:97 productcatalogservice sql.rows end
[INFO]2024-11-04 17:08:18,448 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,449 data_integrate.py:184: head:94 productcatalogservice sql.conn.query start
[INFO]2024-11-04 17:08:18,449 data_integrate.py:187: tail:95 productcatalogservice sql.conn.query end
[INFO]2024-11-04 17:08:18,449 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,449 data_integrate.py:184: head:96 productcatalogservice sql.rows start
[INFO]2024-11-04 17:08:18,449 data_integrate.py:187: tail:97 productcatalogservice sql.rows end
[INFO]2024-11-04 17:08:18,449 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,449 data_integrate.py:184: head:94 productcatalogservice sql.conn.query start
[INFO]2024-11-04 17:08:18,449 data_integrate.py:187: tail:95 productcatalogservice sql.conn.query end
[INFO]2024-11-04 17:08:18,449 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,449 data_integrate.py:184: head:96 productcatalogservice sql.rows start
[INFO]2024-11-04 17:08:18,449 data_integrate.py:187: tail:97 productcatalogservice sql.rows end
[INFO]2024-11-04 17:08:18,449 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,449 data_integrate.py:184: head:94 productcatalogservice sql.conn.query start
[INFO]2024-11-04 17:08:18,449 data_integrate.py:187: tail:95 productcatalogservice sql.conn.query end
[INFO]2024-11-04 17:08:18,449 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,449 data_integrate.py:184: head:96 productcatalogservice sql.rows start
[INFO]2024-11-04 17:08:18,449 data_integrate.py:187: tail:97 productcatalogservice sql.rows end
[INFO]2024-11-04 17:08:18,449 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,449 data_integrate.py:184: head:94 productcatalogservice sql.conn.query start
[INFO]2024-11-04 17:08:18,449 data_integrate.py:187: tail:95 productcatalogservice sql.conn.query end
[INFO]2024-11-04 17:08:18,449 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,449 data_integrate.py:184: head:96 productcatalogservice sql.rows start
[INFO]2024-11-04 17:08:18,449 data_integrate.py:187: tail:97 productcatalogservice sql.rows end
[INFO]2024-11-04 17:08:18,449 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,449 data_integrate.py:184: head:98 currencyservice grpc.hipstershop.CurrencyService/GetSupportedCurrencies start
[INFO]2024-11-04 17:08:18,449 data_integrate.py:187: tail:24 TraceID: <:TRACEID:> SpanID: <:SPANID:> Getting supported currencies...
[INFO]2024-11-04 17:08:18,449 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,449 data_integrate.py:184: head:24 TraceID: <:TRACEID:> SpanID: <:SPANID:> Getting supported currencies...
[INFO]2024-11-04 17:08:18,449 data_integrate.py:187: tail:99 currencyservice grpc.hipstershop.CurrencyService/GetSupportedCurrencies end
[INFO]2024-11-04 17:08:18,449 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,449 data_integrate.py:184: head:100 currencyservice hipstershop.CurrencyService/GetCurrencyData start
[INFO]2024-11-04 17:08:18,449 data_integrate.py:187: tail:19 TraceID: <:TRACEID:> SpanID: <:SPANID:> Get currency data successful
[INFO]2024-11-04 17:08:18,449 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,449 data_integrate.py:184: head:19 TraceID: <:TRACEID:> SpanID: <:SPANID:> Get currency data successful
[INFO]2024-11-04 17:08:18,449 data_integrate.py:187: tail:22 TraceID: <:TRACEID:> SpanID: <:SPANID:> Getting currency data
[INFO]2024-11-04 17:08:18,449 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,449 data_integrate.py:184: head:22 TraceID: <:TRACEID:> SpanID: <:SPANID:> Getting currency data
[INFO]2024-11-04 17:08:18,449 data_integrate.py:187: tail:101 currencyservice hipstershop.CurrencyService/GetCurrencyData end
[INFO]2024-11-04 17:08:18,449 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,463 data_integrate.py:184: head:102 cartservice hipstershop.CartService/GetCart start
[INFO]2024-11-04 17:08:18,464 data_integrate.py:187: tail:25 TraceID: <:TRACEID:> SpanID: <:SPANID:> GetCartAsync called with userId=<:USERID:>
[INFO]2024-11-04 17:08:18,464 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,464 data_integrate.py:184: head:25 TraceID: <:TRACEID:> SpanID: <:SPANID:> GetCartAsync called with userId=<:USERID:>
[INFO]2024-11-04 17:08:18,464 data_integrate.py:187: tail:103 cartservice hipstershop.CartService/GetCart end
[INFO]2024-11-04 17:08:18,464 data_integrate.py:189: ----
[INFO]2024-11-04 17:08:18,464 data_integrate.py:184: head:104 currencyservice grpc.hipstershop.CurrencyService/Convert start
[INFO]2024-11-04 17:08:18,464 data_integrate.py:187: tail:20 TraceID: <:TRACEID:> SpanID: <:SPANID:> Conversion request successful
[INFO]2024-11-04 17:08:18,464 data_integrate.py:189: ----
